user_id,relation_type,identifier,relation_weight
U0001242,email,EMAIL_0001621,0.85
U0001242,mobile,MOBILE_0002488,0.95
U0001242,kyc_id,KYC_ID_0006308,1.0
U0001242,withdraw_address,WITHDRAW_ADDRESS_0007509,1.0
U0001242,ip,IP_0002270,0.25
U0001242,ip,IP_0001958,0.25
U0001242,withdraw_address,WITHDRAW_ADDRESS_0007635,1.0
U0004223,device,DEVICE_0000522,1.0
U0004223,email,EMAIL_0003465,0.85
U0004223,mobile,MOBILE_0002028,0.95
U0004223,kyc_id,KYC_ID_0001672,1.0
U0004223,withdraw_address,WITHDRAW_ADDRESS_0000784,1.0
U0004223,ip,IP_0000321,0.25
U0001240,device,DEVICE_0001137,1.0
U0001240,email,EMAIL_0001245,0.85
U0001240,mobile,MOBILE_0000306,0.95
U0001240,kyc_id,KYC_ID_0000246,1.0
U0001240,withdraw_address,WITHDRAW_ADDRESS_0006260,1.0
U0001240,ip,IP_0001682,0.25
U0001240,withdraw_address,WITHDRAW_ADDRESS_0006078,1.0
U0001155,device,DEVICE_0000464,1.0
U0001155,email,EMAIL_0004504,0.85
U0001155,mobile,MOBILE_0007171,0.95
U0001155,kyc_id,KYC_ID_0000412,1.0
U0001155,withdraw_address,WITHDRAW_ADDRESS_0002593,1.0
U0001155,ip,IP_0002753,0.25
U0001234,device,DEVICE_0001606,1.0
U0001234,email,EMAIL_0003630,0.85
U0001234,mobile,MOBILE_0004780,0.95
U0001234,kyc_id,KYC_ID_0002601,1.0
U0001234,withdraw_address,WITHDRAW_ADDRESS_0006615,1.0
U0001234,ip,IP_0000361,0.25
U0001234,ip,IP_0001140,0.25
U0002898,device,DEVICE_0004238,1.0
U0002898,email,EMAIL_0008793,0.85
U0002898,mobile,MOBILE_0007409,0.95
U0002898,kyc_id,KYC_ID_0003856,1.0
U0002898,withdraw_address,WITHDRAW_ADDRESS_0000478,1.0
U0002898,ip,IP_0001256,0.25
U0002898,ip,IP_0001818,0.25
U0008182,device,DEVICE_0004906,1.0
U0008182,email,EMAIL_0005667,0.85
U0008182,mobile,MOBILE_0001974,0.95
U0008182,kyc_id,KYC_ID_0007685,1.0
U0008182,withdraw_address,WITHDRAW_ADDRESS_0004012,1.0
U0008182,ip,IP_0000899,0.25
U0002916,device,DEVICE_0002658,1.0
U0002916,email,EMAIL_0001925,0.85
U0002916,mobile,MOBILE_0009384,0.95
U0002916,kyc_id,KYC_ID_0007316,1.0
U0002916,withdraw_address,WITHDRAW_ADDRESS_0000572,1.0
U0002916,ip,IP_0001660,0.25
U0002483,device,DEVICE_0000444,1.0
U0002483,email,EMAIL_0000479,0.85
U0002483,mobile,MOBILE_0006429,0.95
U0002483,kyc_id,KYC_ID_0005211,1.0
U0002483,withdraw_address,WITHDRAW_ADDRESS_0004116,1.0
U0002483,ip,IP_0001874,0.25
U0002483,device,DEVICE_0003581,1.0
U0002483,ip,IP_0003233,0.25
U0001218,device,DEVICE_0004746,1.0
U0001218,email,EMAIL_0004202,0.85
U0001218,mobile,MOBILE_0005696,0.95
U0001218,kyc_id,KYC_ID_0009416,1.0
U0001218,withdraw_address,WITHDRAW_ADDRESS_0004682,1.0
U0001218,ip,IP_0002968,0.25
U0006231,device,DEVICE_0001491,1.0
U0006231,email,EMAIL_0005193,0.85
U0006231,mobile,MOBILE_0001809,0.95
U0006231,kyc_id,KYC_ID_0004363,1.0
U0006231,withdraw_address,WITHDRAW_ADDRESS_0001487,1.0
U0006231,ip,IP_0001431,0.25
U0006231,ip,IP_0003095,0.25
U0000381,device,DEVICE_0001282,1.0
U0000381,email,EMAIL_0000594,0.85
U0000381,mobile,MOBILE_0007687,0.95
U0000381,kyc_id,KYC_ID_0003131,1.0
U0000381,withdraw_address,WITHDRAW_ADDRESS_0003533,1.0
U0000381,ip,IP_0002948,0.25
U0008274,device,DEVICE_0000938,1.0
U0008274,email,EMAIL_0007936,0.85
U0008274,mobile,MOBILE_0003347,0.95
U0008274,kyc_id,KYC_ID_0004055,1.0
U0008274,withdraw_address,WITHDRAW_ADDRESS_0001761,1.0
U0008274,ip,IP_0002232,0.25
U0008274,ip,IP_0002511,0.25
U0002321,device,DEVICE_0006026,1.0
U0002321,email,EMAIL_0003308,0.85
U0002321,mobile,MOBILE_0008403,0.95
U0002321,kyc_id,KYC_ID_0005609,1.0
U0002321,withdraw_address,WITHDRAW_ADDRESS_0004057,1.0
U0002321,ip,IP_0001276,0.25
U0008881,device,DEVICE_0004870,1.0
U0008881,email,EMAIL_0006464,0.85
U0008881,mobile,MOBILE_0009345,0.95
U0008881,kyc_id,KYC_ID_0005085,1.0
U0008881,withdraw_address,WITHDRAW_ADDRESS_0001442,1.0
U0008881,ip,IP_0000232,0.25
U0009961,device,DEVICE_0001946,1.0
U0009961,email,EMAIL_0008080,0.85
U0009961,mobile,MOBILE_0009049,0.95
U0009961,kyc_id,KYC_ID_0002421,1.0
U0009961,withdraw_address,WITHDRAW_ADDRESS_0000860,1.0
U0009961,ip,IP_0001141,0.25
U0009275,device,DEVICE_0004346,1.0
U0009275,email,EMAIL_0008763,0.85
U0009275,mobile,MOBILE_0008970,0.95
U0009275,kyc_id,KYC_ID_0001216,1.0
U0009275,withdraw_address,WITHDRAW_ADDRESS_0000958,1.0
U0009275,ip,IP_0003392,0.25
U0009275,ip,IP_0001747,0.25
U0001688,device,DEVICE_0002874,1.0
U0001688,email,EMAIL_0000089,0.85
U0001688,mobile,MOBILE_0005062,0.95
U0001688,kyc_id,KYC_ID_0001418,1.0
U0001688,withdraw_address,WITHDRAW_ADDRESS_0000006,1.0
U0001688,ip,IP_0000964,0.25
U0006875,device,DEVICE_0003874,1.0
U0006875,email,EMAIL_0000146,0.85
U0006875,mobile,MOBILE_0005370,0.95
U0006875,kyc_id,KYC_ID_0003635,1.0
U0006875,withdraw_address,WITHDRAW_ADDRESS_0002062,1.0
U0006875,ip,IP_0000894,0.25
U0009228,device,DEVICE_0004789,1.0
U0009228,email,EMAIL_0008718,0.85
U0009228,mobile,MOBILE_0000780,0.95
U0009228,kyc_id,KYC_ID_0007409,1.0
U0009228,withdraw_address,WITHDRAW_ADDRESS_0004005,1.0
U0009228,ip,IP_0002886,0.25
U0009228,device,DEVICE_0000030,1.0
U0001286,device,DEVICE_0000528,1.0
U0001286,email,EMAIL_0004006,0.85
U0001286,mobile,MOBILE_0004747,0.95
U0001286,kyc_id,KYC_ID_0009068,1.0
U0001286,withdraw_address,WITHDRAW_ADDRESS_0003022,1.0
U0001286,ip,IP_0002993,0.25
U0003077,device,DEVICE_0002961,1.0
U0003077,email,EMAIL_0001385,0.85
U0003077,mobile,MOBILE_0004176,0.95
U0003077,kyc_id,KYC_ID_0007729,1.0
U0003077,withdraw_address,WITHDRAW_ADDRESS_0006538,1.0
U0003077,ip,IP_0000539,0.25
U0007761,device,DEVICE_0000018,1.0
U0007761,email,EMAIL_0007158,0.85
U0007761,mobile,MOBILE_0000302,0.95
U0007761,kyc_id,KYC_ID_0007583,1.0
U0007761,withdraw_address,WITHDRAW_ADDRESS_0004859,1.0
U0007761,ip,IP_0002164,0.25
U0007761,ip,IP_0000361,0.25
U0000006,device,DEVICE_0002082,1.0
U0000006,email,EMAIL_0000432,0.85
U0000006,mobile,MOBILE_0004477,0.95
U0000006,kyc_id,KYC_ID_0005875,1.0
U0000006,withdraw_address,WITHDRAW_ADDRESS_0002997,1.0
U0000006,ip,IP_0000034,0.25
U0006849,device,DEVICE_0000415,1.0
U0006849,email,EMAIL_0006797,0.85
U0006849,mobile,MOBILE_0004458,0.95
U0006849,kyc_id,KYC_ID_0006532,1.0
U0006849,withdraw_address,WITHDRAW_ADDRESS_0005734,1.0
U0006849,ip,IP_0000477,0.25
U0000001,device,DEVICE_0004620,1.0
U0000001,email,EMAIL_0006014,0.85
U0000001,mobile,MOBILE_0000240,0.95
U0000001,kyc_id,KYC_ID_0009711,1.0
U0000001,withdraw_address,WITHDRAW_ADDRESS_0004334,1.0
U0000001,ip,IP_0000031,0.25
U0005340,device,DEVICE_0004875,1.0
U0005340,email,EMAIL_0004219,0.85
U0005340,mobile,MOBILE_0006022,0.95
U0005340,kyc_id,KYC_ID_0005609,1.0
U0005340,withdraw_address,WITHDRAW_ADDRESS_0006796,1.0
U0005340,ip,IP_0000110,0.25
U0005340,ip,IP_0000239,0.25
U0000198,device,DEVICE_0002622,1.0
U0000198,email,EMAIL_0008266,0.85
U0000198,mobile,MOBILE_0003620,0.95
U0000198,kyc_id,KYC_ID_0002413,1.0
U0000198,withdraw_address,WITHDRAW_ADDRESS_0005700,1.0
U0000198,ip,IP_0001831,0.25
U0000884,device,DEVICE_0000903,1.0
U0000884,email,EMAIL_0001168,0.85
U0000884,mobile,MOBILE_0004317,0.95
U0000884,kyc_id,KYC_ID_0006598,1.0
U0000884,withdraw_address,WITHDRAW_ADDRESS_0002515,1.0
U0000884,ip,IP_0000761,0.25
U0003169,device,DEVICE_0003833,1.0
U0003169,email,EMAIL_0004995,0.85
U0003169,mobile,MOBILE_0005768,0.95
U0003169,kyc_id,KYC_ID_0008875,1.0
U0003169,withdraw_address,WITHDRAW_ADDRESS_0004841,1.0
U0003169,ip,IP_0000061,0.25
U0003169,ip,IP_0001740,0.25
U0009528,device,DEVICE_0002663,1.0
U0009528,email,EMAIL_0004274,0.85
U0009528,mobile,MOBILE_0003506,0.95
U0009528,kyc_id,KYC_ID_0008044,1.0
U0009528,withdraw_address,WITHDRAW_ADDRESS_0007179,1.0
U0009528,ip,IP_0002880,0.25
U0009528,ip,IP_0002944,0.25
U0000481,device,DEVICE_0000606,1.0
U0000481,email,EMAIL_0001282,0.85
U0000481,mobile,MOBILE_0007509,0.95
U0000481,kyc_id,KYC_ID_0009158,1.0
U0000481,withdraw_address,WITHDRAW_ADDRESS_0005721,1.0
U0000481,ip,IP_0000850,0.25
U0003166,device,DEVICE_0002324,1.0
U0003166,email,EMAIL_0006678,0.85
U0003166,mobile,MOBILE_0006790,0.95
U0003166,kyc_id,KYC_ID_0008199,1.0
U0003166,withdraw_address,WITHDRAW_ADDRESS_0001754,1.0
U0003166,ip,IP_0002864,0.25
U0007623,device,DEVICE_0001291,1.0
U0007623,email,EMAIL_0008393,0.85
U0007623,mobile,MOBILE_0000502,0.95
U0007623,kyc_id,KYC_ID_0003524,1.0
U0007623,withdraw_address,WITHDRAW_ADDRESS_0004840,1.0
U0007623,ip,IP_0002781,0.25
U0007623,ip,IP_0000106,0.25
U0006530,device,DEVICE_0004327,1.0
U0006530,email,EMAIL_0001988,0.85
U0006530,mobile,MOBILE_0000241,0.95
U0006530,kyc_id,KYC_ID_0001089,1.0
U0006530,withdraw_address,WITHDRAW_ADDRESS_0004513,1.0
U0006530,ip,IP_0001786,0.25
U0000533,device,DEVICE_0004581,1.0
U0000533,email,EMAIL_0005493,0.85
U0000533,mobile,MOBILE_0008350,0.95
U0000533,kyc_id,KYC_ID_0001635,1.0
U0000533,withdraw_address,WITHDRAW_ADDRESS_0001775,1.0
U0000533,ip,IP_0002371,0.25
U0000142,device,DEVICE_0001523,1.0
U0000142,email,EMAIL_0004035,0.85
U0000142,mobile,MOBILE_0003777,0.95
U0000142,kyc_id,KYC_ID_0007086,1.0
U0000142,withdraw_address,WITHDRAW_ADDRESS_0006889,1.0
U0000142,ip,IP_0003241,0.25
U0002677,device,DEVICE_0004013,1.0
U0002677,email,EMAIL_0003690,0.85
U0002677,mobile,MOBILE_0007569,0.95
U0002677,kyc_id,KYC_ID_0007242,1.0
U0002677,withdraw_address,WITHDRAW_ADDRESS_0005103,1.0
U0002677,ip,IP_0002877,0.25
U0003884,device,DEVICE_0002646,1.0
U0003884,email,EMAIL_0003741,0.85
U0003884,mobile,MOBILE_0002857,0.95
U0003884,kyc_id,KYC_ID_0007648,1.0
U0003884,withdraw_address,WITHDRAW_ADDRESS_0001228,1.0
U0003884,ip,IP_0002323,0.25
U0003884,ip,IP_0001810,0.25
U0005010,device,DEVICE_0005707,1.0
U0005010,email,EMAIL_0000491,0.85
U0005010,mobile,MOBILE_0008576,0.95
U0005010,kyc_id,KYC_ID_0004162,1.0
U0005010,withdraw_address,WITHDRAW_ADDRESS_0001991,1.0
U0005010,ip,IP_0000312,0.25
U0005010,ip,IP_0002936,0.25
U0005007,device,DEVICE_0003051,1.0
U0005007,email,EMAIL_0005999,0.85
U0005007,mobile,MOBILE_0007306,0.95
U0005007,kyc_id,KYC_ID_0001715,1.0
U0005007,withdraw_address,WITHDRAW_ADDRESS_0006945,1.0
U0005007,ip,IP_0000412,0.25
U0002956,device,DEVICE_0000334,1.0
U0002956,email,EMAIL_0004177,0.85
U0002956,mobile,MOBILE_0005063,0.95
U0002956,kyc_id,KYC_ID_0008772,1.0
U0002956,withdraw_address,WITHDRAW_ADDRESS_0000067,1.0
U0002956,ip,IP_0003175,0.25
U0002956,ip,IP_0000267,0.25
U0002956,withdraw_address,WITHDRAW_ADDRESS_0002024,1.0
U0007619,device,DEVICE_0002101,1.0
U0007619,email,EMAIL_0002931,0.85
U0007619,mobile,MOBILE_0005363,0.95
U0007619,kyc_id,KYC_ID_0000832,1.0
U0007619,withdraw_address,WITHDRAW_ADDRESS_0006495,1.0
U0007619,ip,IP_0003022,0.25
U0009687,device,DEVICE_0004657,1.0
U0009687,email,EMAIL_0006345,0.85
U0009687,mobile,MOBILE_0000604,0.95
U0009687,kyc_id,KYC_ID_0000930,1.0
U0009687,withdraw_address,WITHDRAW_ADDRESS_0006481,1.0
U0009687,ip,IP_0002223,0.25
U0009687,ip,IP_0001786,0.25
U0009913,device,DEVICE_0005344,1.0
U0009913,email,EMAIL_0001781,0.85
U0009913,mobile,MOBILE_0001769,0.95
U0009913,kyc_id,KYC_ID_0004682,1.0
U0009913,withdraw_address,WITHDRAW_ADDRESS_0005756,1.0
U0009913,ip,IP_0000458,0.25
U0004273,device,DEVICE_0001152,1.0
U0004273,email,EMAIL_0005597,0.85
U0004273,mobile,MOBILE_0002757,0.95
U0004273,kyc_id,KYC_ID_0007798,1.0
U0004273,withdraw_address,WITHDRAW_ADDRESS_0002160,1.0
U0004273,ip,IP_0001396,0.25
U0003792,device,DEVICE_0003085,1.0
U0003792,email,EMAIL_0007698,0.85
U0003792,mobile,MOBILE_0004422,0.95
U0003792,kyc_id,KYC_ID_0001097,1.0
U0003792,withdraw_address,WITHDRAW_ADDRESS_0000307,1.0
U0003792,ip,IP_0000045,0.25
U0003925,device,DEVICE_0006263,1.0
U0003925,email,EMAIL_0001418,0.85
U0003925,mobile,MOBILE_0001825,0.95
U0003925,kyc_id,KYC_ID_0007307,1.0
U0003925,withdraw_address,WITHDRAW_ADDRESS_0005920,1.0
U0003925,ip,IP_0002849,0.25
U0003925,device,DEVICE_0000337,1.0
U0009286,device,DEVICE_0004220,1.0
U0009286,email,EMAIL_0005283,0.85
U0009286,mobile,MOBILE_0004729,0.95
U0009286,kyc_id,KYC_ID_0009724,1.0
U0009286,withdraw_address,WITHDRAW_ADDRESS_0006856,1.0
U0009286,ip,IP_0000548,0.25
U0009286,ip,IP_0001765,0.25
U0004616,device,DEVICE_0000375,1.0
U0004616,email,EMAIL_0008009,0.85
U0004616,mobile,MOBILE_0002916,0.95
U0004616,kyc_id,KYC_ID_0008599,1.0
U0004616,withdraw_address,WITHDRAW_ADDRESS_0004356,1.0
U0004616,ip,IP_0002675,0.25
U0002997,device,DEVICE_0004357,1.0
U0002997,email,EMAIL_0002020,0.85
U0002997,mobile,MOBILE_0008698,0.95
U0002997,kyc_id,KYC_ID_0003678,1.0
U0002997,withdraw_address,WITHDRAW_ADDRESS_0005408,1.0
U0002997,ip,IP_0003032,0.25
U0002997,ip,IP_0000124,0.25
U0009914,device,DEVICE_0003562,1.0
U0009914,email,EMAIL_0002948,0.85
U0009914,mobile,MOBILE_0007882,0.95
U0009914,kyc_id,KYC_ID_0008632,1.0
U0009914,withdraw_address,WITHDRAW_ADDRESS_0003166,1.0
U0009914,ip,IP_0000383,0.25
U0009914,withdraw_address,WITHDRAW_ADDRESS_0006586,1.0
U0008403,device,DEVICE_0003789,1.0
U0008403,email,EMAIL_0007683,0.85
U0008403,mobile,MOBILE_0006583,0.95
U0008403,kyc_id,KYC_ID_0003071,1.0
U0008403,withdraw_address,WITHDRAW_ADDRESS_0007436,1.0
U0008403,ip,IP_0003346,0.25
U0008403,ip,IP_0002796,0.25
U0009836,device,DEVICE_0004298,1.0
U0009836,email,EMAIL_0005326,0.85
U0009836,mobile,MOBILE_0003714,0.95
U0009836,kyc_id,KYC_ID_0009604,1.0
U0009836,withdraw_address,WITHDRAW_ADDRESS_0005218,1.0
U0009836,ip,IP_0003247,0.25
U0009836,ip,IP_0001216,0.25
U0002080,device,DEVICE_0004224,1.0
U0002080,email,EMAIL_0007053,0.85
U0002080,mobile,MOBILE_0003355,0.95
U0002080,kyc_id,KYC_ID_0007950,1.0
U0002080,withdraw_address,WITHDRAW_ADDRESS_0005768,1.0
U0002080,ip,IP_0001496,0.25
U0002080,ip,IP_0002632,0.25
U0006472,device,DEVICE_0002787,1.0
U0006472,email,EMAIL_0006589,0.85
U0006472,mobile,MOBILE_0001913,0.95
U0006472,kyc_id,KYC_ID_0008875,1.0
U0006472,withdraw_address,WITHDRAW_ADDRESS_0006465,1.0
U0006472,ip,IP_0000497,0.25
U0000120,device,DEVICE_0005460,1.0
U0000120,email,EMAIL_0004552,0.85
U0000120,mobile,MOBILE_0002730,0.95
U0000120,kyc_id,KYC_ID_0003359,1.0
U0000120,withdraw_address,WITHDRAW_ADDRESS_0000807,1.0
U0000120,ip,IP_0001048,0.25
U0000120,ip,IP_0001025,0.25
U0005453,device,DEVICE_0001502,1.0
U0005453,email,EMAIL_0005245,0.85
U0005453,mobile,MOBILE_0009352,0.95
U0005453,kyc_id,KYC_ID_0001759,1.0
U0005453,withdraw_address,WITHDRAW_ADDRESS_0001357,1.0
U0005453,ip,IP_0002945,0.25
U0001041,device,DEVICE_0002273,1.0
U0001041,email,EMAIL_0006293,0.85
U0001041,mobile,MOBILE_0005068,0.95
U0001041,kyc_id,KYC_ID_0003782,1.0
U0001041,withdraw_address,WITHDRAW_ADDRESS_0006225,1.0
U0001041,ip,IP_0001018,0.25
U0009871,device,DEVICE_0006062,1.0
U0009871,email,EMAIL_0000236,0.85
U0009871,mobile,MOBILE_0009344,0.95
U0009871,kyc_id,KYC_ID_0004266,1.0
U0009871,withdraw_address,WITHDRAW_ADDRESS_0003200,1.0
U0009871,ip,IP_0001929,0.25
U0004800,device,DEVICE_0002000,1.0
U0004800,email,EMAIL_0007868,0.85
U0004800,mobile,MOBILE_0004017,0.95
U0004800,kyc_id,KYC_ID_0001919,1.0
U0004800,withdraw_address,WITHDRAW_ADDRESS_0001330,1.0
U0004800,ip,IP_0000281,0.25
U0001085,device,DEVICE_0001158,1.0
U0001085,email,EMAIL_0002563,0.85
U0001085,mobile,MOBILE_0005363,0.95
U0001085,kyc_id,KYC_ID_0003274,1.0
U0001085,withdraw_address,WITHDRAW_ADDRESS_0005265,1.0
U0001085,ip,IP_0002158,0.25
U0003417,device,DEVICE_0002556,1.0
U0003417,email,EMAIL_0001964,0.85
U0003417,mobile,MOBILE_0006997,0.95
U0003417,kyc_id,KYC_ID_0008096,1.0
U0003417,withdraw_address,WITHDRAW_ADDRESS_0007077,1.0
U0003417,ip,IP_0003332,0.25
U0000226,device,DEVICE_0004385,1.0
U0000226,email,EMAIL_0007945,0.85
U0000226,mobile,MOBILE_0003156,0.95
U0000226,kyc_id,KYC_ID_0008347,1.0
U0000226,withdraw_address,WITHDRAW_ADDRESS_0001733,1.0
U0000226,ip,IP_0002925,0.25
U0000226,ip,IP_0000596,0.25
U0005575,device,DEVICE_0004731,1.0
U0005575,email,EMAIL_0004521,0.85
U0005575,mobile,MOBILE_0008537,0.95
U0005575,kyc_id,KYC_ID_0004158,1.0
U0005575,withdraw_address,WITHDRAW_ADDRESS_0001116,1.0
U0005575,ip,IP_0000830,0.25
U0005575,device,DEVICE_0001766,1.0
U0007344,device,DEVICE_0001545,1.0
U0007344,email,EMAIL_0005598,0.85
U0007344,mobile,MOBILE_0002467,0.95
U0007344,kyc_id,KYC_ID_0006069,1.0
U0007344,withdraw_address,WITHDRAW_ADDRESS_0006762,1.0
U0007344,ip,IP_0002770,0.25
U0007344,ip,IP_0002597,0.25
U0001097,device,DEVICE_0003436,1.0
U0001097,email,EMAIL_0002445,0.85
U0001097,mobile,MOBILE_0004794,0.95
U0001097,kyc_id,KYC_ID_0002175,1.0
U0001097,withdraw_address,WITHDRAW_ADDRESS_0006070,1.0
U0001097,ip,IP_0001875,0.25
U0004730,device,DEVICE_0003800,1.0
U0004730,email,EMAIL_0007091,0.85
U0004730,mobile,MOBILE_0007238,0.95
U0004730,kyc_id,KYC_ID_0009720,1.0
U0004730,withdraw_address,WITHDRAW_ADDRESS_0004913,1.0
U0004730,ip,IP_0001754,0.25
U0000347,device,DEVICE_0002954,1.0
U0000347,email,EMAIL_0003203,0.85
U0000347,mobile,MOBILE_0007903,0.95
U0000347,kyc_id,KYC_ID_0004154,1.0
U0000347,withdraw_address,WITHDRAW_ADDRESS_0000335,1.0
U0000347,ip,IP_0000291,0.25
U0004784,device,DEVICE_0005968,1.0
U0004784,email,EMAIL_0002870,0.85
U0004784,mobile,MOBILE_0005689,0.95
U0004784,kyc_id,KYC_ID_0004174,1.0
U0004784,withdraw_address,WITHDRAW_ADDRESS_0003028,1.0
U0004784,ip,IP_0002936,0.25
U0004784,ip,IP_0001942,0.25
U0005671,device,DEVICE_0002812,1.0
U0005671,email,EMAIL_0002071,0.85
U0005671,mobile,MOBILE_0007725,0.95
U0005671,kyc_id,KYC_ID_0009126,1.0
U0005671,withdraw_address,WITHDRAW_ADDRESS_0002329,1.0
U0005671,ip,IP_0002829,0.25
U0005671,ip,IP_0001820,0.25
U0005671,withdraw_address,WITHDRAW_ADDRESS_0005582,1.0
U0003521,device,DEVICE_0003891,1.0
U0003521,email,EMAIL_0000440,0.85
U0003521,mobile,MOBILE_0008584,0.95
U0003521,kyc_id,KYC_ID_0009724,1.0
U0003521,withdraw_address,WITHDRAW_ADDRESS_0001938,1.0
U0003521,ip,IP_0000449,0.25
U0003521,withdraw_address,WITHDRAW_ADDRESS_0004652,1.0
U0004167,device,DEVICE_0003150,1.0
U0004167,email,EMAIL_0009017,0.85
U0004167,mobile,MOBILE_0000411,0.95
U0004167,kyc_id,KYC_ID_0004170,1.0
U0004167,withdraw_address,WITHDRAW_ADDRESS_0002655,1.0
U0004167,ip,IP_0000474,0.25
U0004167,ip,IP_0000219,0.25
U0008709,device,DEVICE_0002623,1.0
U0008709,email,EMAIL_0000542,0.85
U0008709,mobile,MOBILE_0007485,0.95
U0008709,kyc_id,KYC_ID_0008260,1.0
U0008709,withdraw_address,WITHDRAW_ADDRESS_0003149,1.0
U0008709,ip,IP_0001048,0.25
U0008709,ip,IP_0000078,0.25
U0008052,device,DEVICE_0003875,1.0
U0008052,email,EMAIL_0000489,0.85
U0008052,mobile,MOBILE_0002124,0.95
U0008052,kyc_id,KYC_ID_0002459,1.0
U0008052,withdraw_address,WITHDRAW_ADDRESS_0002384,1.0
U0008052,ip,IP_0003133,0.25
U0001892,device,DEVICE_0002823,1.0
U0001892,email,EMAIL_0008488,0.85
U0001892,mobile,MOBILE_0002197,0.95
U0001892,kyc_id,KYC_ID_0006679,1.0
U0001892,withdraw_address,WITHDRAW_ADDRESS_0007374,1.0
U0001892,ip,IP_0001290,0.25
U0004865,device,DEVICE_0004911,1.0
U0004865,email,EMAIL_0007853,0.85
U0004865,mobile,MOBILE_0007063,0.95
U0004865,kyc_id,KYC_ID_0004965,1.0
U0004865,withdraw_address,WITHDRAW_ADDRESS_0002217,1.0
U0004865,ip,IP_0001840,0.25
U0008951,device,DEVICE_0002588,1.0
U0008951,email,EMAIL_0003028,0.85
U0008951,mobile,MOBILE_0002735,0.95
U0008951,kyc_id,KYC_ID_0009698,1.0
U0008951,withdraw_address,WITHDRAW_ADDRESS_0001019,1.0
U0008951,ip,IP_0003172,0.25
U0001050,device,DEVICE_0005025,1.0
U0001050,email,EMAIL_0001867,0.85
U0001050,mobile,MOBILE_0000641,0.95
U0001050,kyc_id,KYC_ID_0003568,1.0
U0001050,withdraw_address,WITHDRAW_ADDRESS_0006491,1.0
U0001050,ip,IP_0003242,0.25
U0001139,device,DEVICE_0002623,1.0
U0001139,email,EMAIL_0003899,0.85
U0001139,mobile,MOBILE_0007815,0.95
U0001139,kyc_id,KYC_ID_0003936,1.0
U0001139,withdraw_address,WITHDRAW_ADDRESS_0003819,1.0
U0001139,ip,IP_0000877,0.25
U0008165,device,DEVICE_0004858,1.0
U0008165,email,EMAIL_0005759,0.85
U0008165,mobile,MOBILE_0001593,0.95
U0008165,kyc_id,KYC_ID_0000240,1.0
U0008165,withdraw_address,WITHDRAW_ADDRESS_0005077,1.0
U0008165,ip,IP_0001297,0.25
U0002227,device,DEVICE_0003917,1.0
U0002227,email,EMAIL_0002600,0.85
U0002227,mobile,MOBILE_0004304,0.95
U0002227,kyc_id,KYC_ID_0004072,1.0
U0002227,withdraw_address,WITHDRAW_ADDRESS_0005576,1.0
U0002227,ip,IP_0001174,0.25
U0003340,device,DEVICE_0000307,1.0
U0003340,email,EMAIL_0004729,0.85
U0003340,mobile,MOBILE_0000342,0.95
U0003340,kyc_id,KYC_ID_0003189,1.0
U0003340,withdraw_address,WITHDRAW_ADDRESS_0001527,1.0
U0003340,ip,IP_0001413,0.25
U0003352,device,DEVICE_0002785,1.0
U0003352,email,EMAIL_0003373,0.85
U0003352,mobile,MOBILE_0000948,0.95
U0003352,kyc_id,KYC_ID_0006258,1.0
U0003352,withdraw_address,WITHDRAW_ADDRESS_0002809,1.0
U0003352,ip,IP_0001165,0.25
U0005727,device,DEVICE_0003067,1.0
U0005727,email,EMAIL_0001904,0.85
U0005727,mobile,MOBILE_0009035,0.95
U0005727,kyc_id,KYC_ID_0004849,1.0
U0005727,withdraw_address,WITHDRAW_ADDRESS_0006788,1.0
U0005727,ip,IP_0002680,0.25
U0000653,device,DEVICE_0005639,1.0
U0000653,email,EMAIL_0000777,0.85
U0000653,mobile,MOBILE_0003729,0.95
U0000653,kyc_id,KYC_ID_0007245,1.0
U0000653,withdraw_address,WITHDRAW_ADDRESS_0007004,1.0
U0000653,ip,IP_0001254,0.25
U0009602,device,DEVICE_0004575,1.0
U0009602,email,EMAIL_0007364,0.85
U0009602,mobile,MOBILE_0006791,0.95
U0009602,kyc_id,KYC_ID_0001811,1.0
U0009602,withdraw_address,WITHDRAW_ADDRESS_0005625,1.0
U0009602,ip,IP_0001262,0.25
U0001990,device,DEVICE_0002699,1.0
U0001990,email,EMAIL_0007670,0.85
U0001990,mobile,MOBILE_0005155,0.95
U0001990,kyc_id,KYC_ID_0006894,1.0
U0001990,withdraw_address,WITHDRAW_ADDRESS_0002004,1.0
U0001990,ip,IP_0001191,0.25
U0001990,withdraw_address,WITHDRAW_ADDRESS_0003244,1.0
U0002525,device,DEVICE_0005276,1.0
U0002525,email,EMAIL_0005645,0.85
U0002525,mobile,MOBILE_0007103,0.95
U0002525,kyc_id,KYC_ID_0003941,1.0
U0002525,withdraw_address,WITHDRAW_ADDRESS_0001548,1.0
U0002525,ip,IP_0000117,0.25
U0001804,device,DEVICE_0004244,1.0
U0001804,email,EMAIL_0001017,0.85
U0001804,mobile,MOBILE_0006536,0.95
U0001804,kyc_id,KYC_ID_0002675,1.0
U0001804,withdraw_address,WITHDRAW_ADDRESS_0001995,1.0
U0001804,ip,IP_0001303,0.25
U0006291,device,DEVICE_0002941,1.0
U0006291,email,EMAIL_0003356,0.85
U0006291,mobile,MOBILE_0003219,0.95
U0006291,kyc_id,KYC_ID_0005887,1.0
